id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,is_duplicate_title
16781,tt0455612,0.552267,6000000,57231524,Madea's Family Reunion,Tyler Perry|Blair Underwood|Lynn Whitfield|Boris Kodjoe|Lisa Arrindell,,Tyler Perry,,spanking|based on play,"Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.",110,Drama|Comedy|Romance,Lions Gate Films,2/24/06,63,6.0,2006,6490014.94974943,61905574.392823905,True
5820,tt0443632,0.441629,60000000,77920346,The Sentinel,Michael Douglas|Kiefer Sutherland|Eva Longoria|Martin Donovan|Ritchie Coster,,Clark Johnson,"In 141 years, there's never been a traitor in the Secret Service.... Until Now.",u.s. president|agent,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,108,Action|Thriller|Crime,Twentieth Century Fox Film Corporation|Dune Entertainment|Major Studio Partners|Regency Enterprises|Epsilon Motion Pictures,4/19/06,112,5.6,2006,64900149.4974943,84284035.0716081,True
10094,tt0482374,0.27403,0,0,Gone,Scott Mechlowicz|Amelia Warner|Shaun Evans|Yvonne Strahovski|Jessica Lemon,,Ringan Ledwidge,The trip of a lifetime.,australian|australia|suspense,A contemporary psychological thriller in which a young British couple travelling through the Australian outback become involved with a mysterious and charismatic American whose motive for imposing his friendship upon them becomes increasingly suspect and sinister.,88,Crime|Drama|Horror|Mystery|Thriller,WT2 Productions,10/26/06,14,5.1,2006,0.0,0.0,True
13364,tt0814075,0.200935,0,201275,Deliver Us from Evil,Oliver O'Grady|Thomas P. Doyle|Pope Benedict XVI|Adam|Monsignor Cain,http://www.deliverusfromevilthemovie.com/,Amy Berg,"For the victims, there's no such thing as salvation.",woman director,Documentary filmmaker Amy Berg investigates the life of 30-year pedophile Father Oliver O'Grady and exposes the corruption inside the Catholic Church that allowed him to abuse countless children. Victims' stories and a disturbing interview with O'Grady offer a view into the troubled mind of the spiritual leader who moved from parish to parish gaining trust ... all the while betraying so many.,101,Crime|Documentary,Disarming Films,6/24/06,26,7.2,2006,0.0,217712.95983513602,True
19312,tt0433883,0.1294,3500000,0,The Black Hole,Kristy Swanson|Judd Nelson|David Selby|Heather Dawn Rally|Jennifer Lyn Quackenbush,,Tibor TakÃ¡cs,No force from this world can stop it!,alien|mankind annihilated|experiment gone wrong|colossal black hole,"It's 2 A.M. in St. Louis when a routine scientific experiment goes terribly wrong and an explosion shakes the city. A scientific team investigates, clashing with an intergalactic, voltage-devouring creature that vaporizes them.",90,Thriller|Science Fiction,nu image films|Active Entertainment|Equity Pictures Medienfonds GmbH & Co. KG III,6/10/06,11,2.8,2006,3785842.0540205003,0.0,True
280770,tt0780362,0.065206,0,0,Jane Eyre,Ruth Wilson|Toby Stephens|Lorraine Ashbourne|Pam Ferris|Ned Irish,,Susanna White,,woman director,"In this version of Charlotte BrontÃ«'s novel, Jane Eyre as a young girl (Georgie Henley) is raised as a poor relation in the household of her aunt, Mrs. Reed (Tara FitzGerald). As a young woman (Ruth Wilson), Jane is hired by the housekeeper of Thornfield Hall, Mrs. Fairfax, to be a governess for young Adele (Cosima Littlewood). The owner of the estate is Mr. Rochester (Toby Stephens), who is courting the beautiful Blanche Ingram (Christina Cole).",202,Drama,,9/24/06,14,4.8,2006,0.0,0.0,True
121506,tt1006941,0.073737,0,0,The Protector,Tony Dadika|Greg Depetro|Brandon Slagle|Benjamin Toth|Andrew Finnerty,,Chris R. Notarile,,superhero,"This is the story of a Golden Age superhero living in the Modern world. In his heyday, the Protector was greatest of all superheroes. But now, as an old man with a heart condition, this former hero is learning that even though his will might be strong, there are some things you can't save from time.",14,Drama|Action|Foreign,Blinky Productions,10/15/06,29,7.0,2006,0.0,0.0,True
176,tt0387564,1.3097530000000002,1200000,103911669,Saw,Cary Elwes|Danny Glover|Monica Potter|Michael Emerson|Ken Leung,,James Wan,Live or die. Make your choice.,shotgun|based on short film|sadist|pistol|chained,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",103,Horror|Mystery|Crime,Twisted Pictures|Evolution Entertainment|Saw Productions Inc.,10/1/04,1135,7.1,2004,1385334.47977457,119960348.263852,True
12450,tt0397501,0.506575,0,0,King Solomon's Mines,Patrick Swayze|Alison Doody|Roy Marsden|John Standing|Sidede Onyulo,,Steve Boyum,The greatest treasure known to man. The greatest adventure of all time.,riddle|treasure|russian|treasure hunt|treasure map,"An adventurous quest for a treasure hidden in King Solomon's mines, based on H. Rider Haggard's timeless tale.",173,Action|Adventure,Larry Levinson Productions|Hallmark Entertainment|Enigma Pictures,6/6/04,12,5.0,2004,0.0,0.0,True
17452,tt0363908,0.330913,0,0,Pride,Kate Winslet|Sean Bean|Robbie Coltrane|Helen Mirren|Martin Freeman,,John Downer,,,"The story of Suki, a lioness cub, who rebels against her mother and her Pride to mate with an unsuitable lion from the other side of the river. Her journey to less a comfortable environment teaches her much. She re-crosses the river to defend her Pride from invading wanderers led by her former suitor.",90,Drama|Comedy|Family|Foreign,British Broadcasting Corporation (BBC)|John Downer Productions Ltd.,6/21/04,11,6.4,2004,0.0,0.0,True
11413,tt0362590,0.23959,0,0,Employee of the Month,Matt Dillon|Steve Zahn|Christina Applegate|Andrea Bendewald|Jay Leggett,,Mitch Rouse,,bank|bad luck|engagement|revenge|independent film,"""Employee of the Month"" is about a guy whose day spirals from bad to worse when he gets fired from his dream job at the bank and is dumped by his fiancÃ©e Sara. David's best friend Jack tries to convince him it's for the best, but the opposite occurs when bank robberies and millions of dollars become part of his day from hell.",97,Action|Comedy,Yari Film Group,1/17/04,22,5.7,2004,0.0,0.0,True
23520,tt0349889,0.173273,0,0,Unstoppable,Wesley Snipes|Stuart Wilson|Mark Sheppard|David Schofield|Nicholas Aaron,,David Carson,You can't stop a man who will stop at nothing.,,"The deranged military and former CIA agent Dean Cage is in a rehab program, trying to forget the traumatic loss of his best friend Scott in Bosnia. When he dates with his girl-friend and Scott's sister, Detective Amy Knight, in a dinning restaurant, he is mistakenly taken as being the CIA agent that is investigating the robbery of the military experiment EX by a man called Sullivan. He is injected with the drug and abducted by the thieves. Amy has six hours to find the also stolen antidote and save Dean's life.",96,Action|Drama|Thriller,Millennium Films,10/20/04,15,5.5,2004,0.0,0.0,True
3057,tt0368730,0.330795,0,0,Frankenstein,Luke Goss|Alec Newman|Julie Delpy|William Hurt|Donald Sutherland,,Kevin Connor,,monster|frankenstein,Frankenstein is a 2004 U.S. television miniseries (edited into a film) based on the book Frankenstein by Mary Shelley. It follows the original book more closely than other adaptions. The story is of a scientist who brings life to a creature fashioned from corpses and various body parts.,115,Drama|Horror|Science Fiction|Mystery,Hallmark Entertainment|RTL2,10/5/04,10,5.8,2004,0.0,0.0,True
8555,tt0381966,0.126695,0,0,Creep,Franka Potente|Vas Blackwood|Ken Campbell|Jeremy Sheffield|Paul Rattray,,Christopher Smith,Your journey terminates here,monster|subway|cellar|prosecution|insanity,"Trapped in a London subway station, a woman who's being pursued by a potential attacker heads into the unknown labyrinth of tunnels beneath the city's streets",85,Horror|Thriller|Mystery,Filmstiftung NRW|Dan Films|UK Film Council|Zero Film GmbH,8/10/04,77,5.6,2004,0.0,0.0,True
15516,tt0068833,0.384193,90000,0,The Last House on the Left,Sandra Peabody|Lucy Grantham|David Hess|Fred J. Lincoln|Jeramie Rain,,Wes Craven,It rests on 13 acres of earth over the very center of hell...!,rape|gun|birthday|concert|death of a child,"Mari and Phyllis go to the ""big city"" to see their favorite band BloodLust. Along the way they meet up with newly escaped convict Krug and his gang.",84,Horror|Thriller,Lobster Enterprises|Sean S. Cunningham Films|The Night Co.,1/1/72,46,6.1,1972,469310.48382260604,0.0,True
551,tt0069113,0.321141,5000000,84563118,The Poseidon Adventure,Gene Hackman|Ernest Borgnine|Red Buttons|Carol Lynley|Roddy McDowall,,Ronald Neame|Irwin Allen,Who will survive-in one of the greatest escape adventures ever!,life and death|prostitute|new year's eve|sea|brother sister relationship,The Poseidon Adventure was one of the first Catastrophe films and began the Disaster Film genre. Director Neame tells the story of a group of people that must fight for their lives aboard a sinking ship. Based on the novel by Paul Gallico.,117,Action|Adventure,Twentieth Century Fox Film Corporation|Kent Productions,12/1/72,144,7.7,1972,26072804.656811398,440959531.356979,True
19403,tt0068931,0.29180700000000004,0,0,The Mechanic,Charles Bronson|Jan-Michael Vincent|Jill Ireland|Tak Kubota|Keenan Wynn,,Michael Winner,He has 100 ways to kill... and they all work!,map|hitman|professional hit|lock pick|exploding motorcycle,"Arthur Bishop is a veteran hit man who, owing to his penchant for making his targets' deaths seem like accidents, thinks himself an artist. It's made him very rich, but as he hits middle age, he's so depressed and lonely that he takes on one of his victim's sons, Steve McKenna, as his apprentice. Arthur puts him through a rigorous training period and brings him on several hits. As Steven improves, Arthur worries that he'll discover who killed his father.",100,Action|Crime|Thriller,Chartoff-Winkler Productions|Carlino Productions,10/6/72,26,6.5,1972,0.0,0.0,True
5916,tt0068638,0.26058400000000004,3352254,58831997,The Getaway,Steve McQueen|Ali MacGraw|Ben Johnson|Al Lettieri|Sally Struthers,,Sam Peckinpah,,on the run,A recently released ex-con and his loyal wife go on the run after a heist goes awry.,118,Action|Crime|Thriller,First Artists,12/13/72,42,7.2,1972,17480532.7404029,306783033.070223,True
25993,tt0068230,0.200809,0,0,Asylum,Peter Cushing|Patrick Magee|Herbert Lom|Britt Ekland|Barry Morse,,Roy Ward Baker,You have nothing to lose but your mind,asylum|insane asylum|psychiatrist|anthology film|mental asylum,"A young psychiatrist applies for a job at a mental asylum, and must pass a test by interviewing four patients. He must figure out which of the patients, is in fact, the doctor that he would be replacing if hired.",88,Horror|Thriller|Mystery,Amicus Productions,11/17/72,11,5.7,1972,0.0,0.0,True
694,tt0081505,2.4320009999999996,19000000,44017374,The Shining,Jack Nicholson|Shelley Duvall|Danny Lloyd|Scatman Crothers|Barry Nelson,,Stanley Kubrick,A masterpiece of modern horror.,hotel|isolation|hotelier|colorado|maze,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",144,Horror|Thriller,Warner Bros.|Peregrine,5/22/80,1894,7.9,1980,50274698.3055045,116471589.37108201,True
4488,tt0080761,1.24642,550000,59754601,Friday the 13th,Betsy Palmer|Adrienne King|Harry Crosby|Laurie Bartram|Jeannine Taylor,,Sean S. Cunningham,"They were warned...They are doomed...And on Friday the 13th, nothing will save them.",drowning|lake|cabin|cult|revenge,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,95,Horror,Paramount Pictures|Georgetown Productions Inc.|Sean S. Cunningham Films,5/9/80,282,6.4,1980,1455320.21410671,158112870.402147,True
3537,tt0080716,1.06566,0,21202829,Fame,Eddie Barth|Irene Cara|Lee Curreri|Laura Dean|Antonia Franceschi,,Alan Parker,"If they've really got what it takes, it's going to take everything they've got.",dance performance|dance|musical|rival,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts,134,Drama,Metro-Goldwyn-Mayer (MGM),5/16/80,37,5.8,1980,0.0,56103464.7999053,True
790,tt0080749,0.659181999999999,1000000,21378361,The Fog,Adrienne Barbeau|Jamie Lee Curtis|Janet Leigh|John Houseman|Tom Atkins,http://www.theofficialjohncarpenter.com/the-fog/,John Carpenter,Lock your doors. Bolt your windows. There's something in THE FOG!,prophecy|sea|beach|gold|small town,"Strange things begin to occurs as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",89,Horror,AVCO Embassy Pictures|EDI|Debra Hill Productions,2/8/80,128,6.2,1980,2646036.75292129,56567928.92321911,True
16395,tt0080923,0.521927,3000000,0,Inferno,Leigh McCloskey|Irene Miracle|Alida Valli|Daria Nicolodi|Gabriele Lavia,,Dario Argento,"Before tenebrae, beyond suspiria there is... Inferno",witch,A young man returns from Rome to his sister's satanic New York apartment house.,107,Horror|Thriller,Produzioni Intersound,2/7/80,48,6.2,1980,7938110.25876387,0.0,True
36599,tt0081383,0.192608,1000000,14796236,Prom Night,Leslie Nielsen|Jamie Lee Curtis|Casey Stevens|Anne-Marie Martin|Antoinette Bower,,Paul Lynch,If you're not back by midnight... you won't be coming home!,dancing|female nudity|sex|dance|nudity,"This slasher movie follows a relentless killer who is out to avenge the death of a young girl who died after being bullied and teased by four of her classmates. Now high-school students, the guilt-ridden kids have kept their involvement a secret, but when they start being murdered, one by one, it's clear that someone knows the truth. Also coping with the past are members of the dead girl's family, most notably her prom-queen sister, Kim Hammond (Jamie Lee Curtis).",92,Horror|Mystery|Thriller,Guardian Trust Company|Simcom Limited|Prom Night Productions,7/18/80,39,6.4,1980,2646036.75292129,39151384.2608971,True
27346,tt0081114,0.118342,350000,0,Maniac,Joe Spinell|Caroline Munro|Abigail Clayton|Kelly Piper|Rita Montone,,William Lustig,I warned you not to go out tonight.,shotgun|mannequin|sadism|gore|cult favorite,"A psychotic man, troubled by his childhood abuse, loose in NYC, kills young women and takes their scalps as trophies. Will he find the perfect woman in photographer Anna, and end his killing spree?",87,Horror,Magnum Motion Pictures Inc..,12/26/80,29,5.7,1980,926112.8635224509,0.0,True
39176,tt0080402,0.0826,0,0,The Awakening,Charlton Heston|Susannah York|Jill Townsend|Stephanie Zimbalist|Patrick Drury,,Mike Newell,They thought they had buried her forever!,egypt|suspense|curse|spirit|archaeologist,"When a British archaeologist violates an Egyptian queen's tomb, her evil spirit enters his daughter.",105,Horror,Orion Pictures|EMI Films Ltd.,7/31/80,13,6.0,1980,0.0,0.0,True
1949,tt0443706,1.4645549999999898,65000000,84785914,Zodiac,Jake Gyllenhaal|Robert Downey Jr.|Mark Ruffalo|Anthony Edwards|Brian Cox,,David Fincher,There's more than one way to lose your life to a killer,california|san francisco|killing|journalist|newspaper,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",157,Crime|Drama|Mystery|Thriller,Paramount Pictures|Warner Bros.|Phoenix Pictures,3/2/07,1042,7.1,2007,68358457.8710504,89166682.0035001,True
1272,tt0448134,1.318019,50000000,32017803,Sunshine,Cillian Murphy|Rose Byrne|Chris Evans|Michelle Yeoh|Cliff Curtis,,Danny Boyle,"If the sun dies, so do we.",saving the world|bomb|sun|space marine|sunlight,50 years from now the sun is dying and life on earth is threatened by arctic temperatures. Mankind puts together all its resources and sends a spaceship carrying a huge bomb designed to re-ignite the dying sun.,107,Science Fiction|Thriller,DNA Films|Ingenious Film Partners|UK Film Council|Moving Picture Company (MPC),4/5/07,654,6.8,2007,52583429.1315773,33672117.499986,True
2310,tt0442933,0.969354,70000000,195735876,Beowulf,Ray Winstone|Angelina Jolie|Anthony Hopkins|Robin Wright|John Malkovich,http://www.beowulfmovie.com/,Robert Zemeckis,Evil breeds pain.,denmark|nordic mythology|lie|pride and vanity|folk hero,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",115,Animation|Fantasy,Paramount Pictures|Shangri-La Entertainment|ImageMovers|Paramount Animation,11/5/07,505,5.4,2007,73616800.78420821,205849271.28306398,True
15356,tt0830558,0.8236469999999989,0,0,The Girl Next Door,Blythe Auffarth|Daniel Manche|Blanche Baker|Grant Show|Graham Patrick Martin,http://www.thegirlnextdoorfilm.com/,Gregory Wilson,"In this town, murder became the neighborhood game.",terror|rape|suffering|victim|pain,"In a quiet suburban town in the summer of 1958, two recently orphaned sisters are placed in the care of their mentally unstable Aunt Ruth. But Ruth's depraved sense of discipline will soon lead to unspeakable acts of abuse and torture that involve her young sons, the neighborhood children, and one 12-year-old boy whose life will be changed forever.",91,Thriller|Crime|Drama|Horror,ModerncinÃ©|Modern Girl Productions,7/19/07,116,6.4,2007,0.0,0.0,True
2196,tt0795368,0.642207,9000000,46,Death at a Funeral,Matthew Macfadyen|Alan Tudyk|Peter Dinklage|Keeley Hawes|Andy Nyman,http://www.deathatafuneral-themovie.com/,Frank Oz,From director Frank Oz comes the story of a family that puts the F U in funeral.,brother brother relationship|farewell|father-son relationship|age difference|parents kids relationship,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,90,Comedy|Drama,Sidney Kimmel Entertainment|Parabolic Pictures|Stable Way Entertainment|Target Media Entertainment|VIP 2 Medienfonds,2/9/07,262,6.7,2007,9465017.24368391,48.3767548010511,True
13195,tt0780516,0.59707,20000000,6819587,Flawless,Demi Moore|Michael Caine|Lambert Wilson|Nathaniel Parker|Shaughan Seymour,http://www.flawlessfilm.com/,Michael Radford,,london|diamond mine|juwelry heist|independent film|theft,"A female executive (Demi Moore) and a night janitor (Michael Caine) conspire to commit a daring diamond heist from their mutual employer, The London Diamond Corporation.",108,Crime|Drama|Thriller,Magnolia Pictures|Delux Productions|Zero Gravity Management|Future Films|Film Fund Luxembourg,9/1/07,80,6.6,2007,21033371.6526309,7171945.39442251,True
5708,tt0421082,0.575389,0,8159508,Control,Sam Riley|Samantha Morton|Alexandra Maria Lara|Joe Anderson|James Anthony Pearson,http://www.controlthemovie.com,Anton Corbijn,,manchester city|medicine|new love|epilepsy|wife,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",121,Drama,"Becker International|Claraflora|EM Media|NorthSee|Weinstein Company, The",9/26/07,107,7.0,2007,0.0,8581098.21333076,True
17483,tt0942384,0.42080200000000006,0,0,Shelter,Trevor Wright|Tricia Pierce|Brad Rowe|Tina Holmes|Jackson Wurth,,Jonah Markowitz,Home is where you least expect to find it,gay|brother brother relationship|california|skateboarding|brother sister relationship,"Forced to give up his dreams of art school, Zach works dead-end jobs to support his sister and her son. Questioning his life, he paints, surfs and hangs out with his best friend, Gabe. When Gabe's older brother returns home for the summer, Zach suddenly finds himself drawn into a relationship he didn't expect.",97,Action|Drama|Romance,GP Pictures,6/16/07,55,7.6,2007,0.0,0.0,True
4520,tt0857265,0.401426,0,0,Sleuth,Jude Law|Michael Caine|Harold Pinter|Carmel O'Sullivan|Kenneth Branagh,http://www.sonyclassics.com/sleuth/,Kenneth Branagh,Obey the rules.,lover (female)|insurance fraud|men|remake|millionaire,"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",86,Thriller,Sony Pictures Classics|Castle Rock Entertainment|Timnick Films|Mandate Pictures|Riff Raff Film Productions,10/12/07,72,6.5,2007,0.0,0.0,True
16392,tt0780595,0.38617199999999996,26000000,0,Redline,Nathan Phillips|Nadia Bjorlin|Eddie Griffin|Tim Matheson|Jesse Johnson,,Andy Cheng,,street race,A gorgeous young automobile fanatic--and front to the hottest unsigned band on the West coast--finds herself caught up in illegal drag-racing competitions organized by exotic car fanatics,95,Action|Drama|Thriller,Chicago Pictures,4/13/07,26,5.1,2007,27343383.1484202,0.0,True
16236,tt0847182,0.354991,0,0,Mansfield Park,Billie Piper|Rory Kinnear|Hayley Atwell|Julia Joyce|Douglas Hodge,,Iain B. MacDonald,,jane austen|tv movie,"In Mansfield Park, poverty-stricken Fanny Price is sent away to live with her wealthy uncle and aunt at Mansfield Park. As she struggles to adapt to her new lifestyle she begins to attract the attentions of suitors, learning about the sexual politics of high society along the way.",120,Drama,ITV,3/18/07,11,4.5,2007,0.0,0.0,True
13059,tt0780607,0.245902,50000,249905,The Signal,Anessa Ramsey|Justin Welborn|AJ Bowen|Scott Poythress|Sahr Ngaujah,,David Bruckner|Dan Bush|Jacob Gentry,This is not a test.,,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.",103,Horror|Action|Thriller|Science Fiction,,2/22/07,28,5.9,2007,52583.42913157731,262817.23714253603,True
15071,tt0770806,0.240002,0,0,The Contractor,Wesley Snipes|Eliza Bennett|Lena Headey|Ralph Brown|Charles Dance,,Josef Rusnak,,,"Former CIA Operative, James Dial is coaxed back into action to kill a terrorist in London, but it all goes wrong and he is forced into hiding, where he meets and befriends a 12 year old girl.",105,Action|Adventure|Drama|Thriller,April Productions|Chaintron|RMA Productions,7/10/07,19,5.3,2007,0.0,0.0,True
259624,tt1065309,0.15926400000000002,0,0,Oliver Twist,Timothy Spall|William Miller|Tom Hardy|Sophie Okonedo|Morven Christie,http://www.bbc.co.uk/programmes/b008m6b8,Coky Giedroyc,,woman director,"Oliver is born into poverty and misfortune - the son of an unmarried mother, who dies shortly after his birth. He is soon delivered to the workhouse, where the cruel Mr. Bumble oversees children tormented by starvation and suffering. When Oliver dares to ask for more gruel, he finds himself cast out and forced to make his own way in the world...",176,Adventure|Family,BBC,12/18/07,16,5.8,2007,0.0,0.0,True
21623,tt0467167,0.017396000000000002,0,0,Beneath,Nora Zehetner|Brenna O'Brien|Carly Pope|Don S. Davis|Tim Perez,,Dagen Merrill,,montana|buried alive|vision|teenager|blackouts,"Christy (Zehetner) returns to her hometown years after a car accident that disfigured her older sister. Haunted by the accident in which she was the driver, she learns that her worst nightmares have either come true ... or are about to.",82,Horror|Mystery|Thriller,MTV Films|Paramount Classics,7/8/07,14,5.0,2007,0.0,0.0,True
11449,tt0078767,0.593218,0,86432000,The Amityville Horror,James Brolin|Margot Kidder|Rod Steiger|Don Stroud|James Tolkan,,Stuart Rosenberg,"For God's Sake, Get Out!",haunted house|long island|indian burial ground|bare midriff|newspaper article,"George Lutz and his wife Kathleen, move into their Long Island dream house with their children only for their lives to be turned into a hellish nightmare. The legacy of a murder committed in the house gradually affects the family and a priest is brought in to try and exorcise the demonic presence from their home.",117,Drama|Horror|Thriller,American International Pictures (AIP),7/27/79,81,6.2,1979,0.0,259689611.544217,True
9570,tt0078869,0.516927,20000000,35841901,The Black Hole,Maximilian Schell|Anthony Perkins|Robert Forster|Joseph Bottoms|Ernest Borgnine,,Gary Nelson,A journey that begins where everything ends!,killer robot|space marine|ghost ship|black hole,"The explorer craft U.S.S. Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the magnificent U.S.S. Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, Maximillian. But the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",98,Adventure|Family|Science Fiction|Action,Walt Disney Productions,12/18/79,54,5.8,1979,60091080.050031796,107688927.106815,True
11343,tt0079844,0.431672,4000000,0,Salem's Lot,David Soul|James Mason|Lance Kerwin|Bonnie Bedelia|Lew Ayres,,Tobe Hooper,The ultimate in terror!,home|return|menace|antiquary|vampire,Vampires are invading a small New England town. It's up to a novelist and a young horror fan to save it.,184,Mystery|Horror|Thriller,Warner Bros. Television,11/17/79,60,5.9,1979,12018216.010006301,0.0,True
45964,tt0080130,0.125888,0,0,When a Stranger Calls,Carol Kane|Charles Durning|Colleen Dewhurst|Tony Beckley|Rutanya Alda,,Fred Walton,...Fear is the Message!,babysitter|suspense|phone call,"A psychopathic killer terrorizes a babysitter, then returns seven years later to menace her again.",97,Horror|Thriller,Columbia Pictures Corporation|Melvin Simon Productions,10/26/79,16,6.0,1979,0.0,0.0,True
1885,tt0087538,1.5081120000000001,8000000,90815558,The Karate Kid,Ralph Macchio|Pat Morita|William Zabka|Martin Kove|Chad McQueen,,John G. Avildsen,Only the 'Old One' could teach him the secrets of the masters.,flat|taskmaster|karate|egg|kids and family,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",126,Drama,Columbia Pictures Corporation|Jerry Weintraub Productions|Delphi Films,6/22/84,475,6.7,1984,16792336.3135532,190625674.054874,True
377,tt0087800,1.331432,1800000,25504513,A Nightmare on Elm Street,John Saxon|Ronee Blakley|Heather Langenkamp|Amanda Wyss|Jsu Garcia,,Wes Craven,"If Nancy Doesn't Wake Up Screaming, She Won't Wake Up At All!",child murderer|sleep|coffee|hat|nightmare,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...",91,Horror,New Line Cinema|Smart Egg Pictures,11/15/84,625,7.1,1984,3778275.67054947,53535044.97617371,True
1880,tt0087985,0.938766,0,38376497,Red Dawn,Patrick Swayze|C. Thomas Howell|Lea Thompson|Darren Dalton|Charlie Sheen,,John Milius,,guerilla|colorado|invasion|anti-communism|near future,"It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.",114,Action|Thriller,United Artists|Valkyrie Films,8/10/84,110,6.5,1984,0.0,80553880.5200082,True
1788,tt0087277,0.791148,8200000,80035402,Footloose,Kevin Bacon|John Lithgow|Dianne Wiest|Chris Penn|Lori Singer,,Herbert Ross,The music is on his side.,dancing|dancer|dance|music|dance teacher,"Classic tale of teen rebellion and repression features a delightful combination of dance choreography and realistic and touching performances. When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.",107,Drama|Family|Music|Romance,Paramount Pictures|IndieProd Company Productions,2/17/84,282,6.0,1984,17212144.721392002,167997673.421803,True
13189,tt0087056,0.542315,0,0,A Christmas Carol,George C. Scott|Roger Rees|David Warner|Susannah York|Edward Woodward,,Clive Donner,A new powerful presentation of the most loved ghost story of all time!,holiday|future|scrooge|christmas,An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.,100,TV Movie|Fantasy|Drama|Comedy|Family,Entertainment Partners Ltd.,12/17/84,29,6.6,1984,0.0,0.0,True
10823,tt0087050,0.361782,800000,14000000,Children of the Corn,Peter Horton|Linda Hamilton|R. G. Armstrong|John Franklin|Courtney Gains,,Fritz Kiersch,In their world adults are not allowed... to live.,sacrifice|children gang|religious cult,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.,93,Drama|Fantasy|Horror|Thriller,Hal Roach Studios|Cinema Group|Planet Productions|Angeles Entertainment Group|Inverness Productions,3/9/84,106,5.6,1984,1679233.63135532,29386588.548718102,True
33914,tt0087291,0.34233600000000003,0,0,Frankenweenie,Shelley Duvall|Daniel Stern|Barret Oliver|Joseph Maher|Roz Braverman,,Tim Burton,A comic twist on a classic tail!,monster|neighbor|young boy,"When young Victor's pet dog Sparky (who stars in Victor's home-made monster movies) is hit by a car, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them (and his parents) that despite his appearance, Sparky's still the good loyal friend he's always been.",29,Comedy|Family,Walt Disney Pictures,12/14/84,53,6.6,1984,0.0,0.0,True
